index,image_name,scale,center_w,center_h,ofd_1_x,ofd_1_y,ofd_2_x,ofd_2_y,bpd_1_x,bpd_1_y,bpd_2_x,bpd_2_y,SubjectID,px_to_mm_rate,Algo,Split
191,Patient00694_Plane3_1_of_3.png,3.66492470448818,480.5,331.5,101,265,714,263,408,514,406,14,694,0.180412371134021,,Train
192,Patient00889_Plane3_1_of_1.png,2.39069468109906,320.0,196.0,125,191,540,188,333,346,331,33,889,0.1388888888888889,AlokaFit,Train
193,Patient00888_Plane3_2_of_3.png,2.89821056260289,370.0,224.0,598,213,116,197,363,33,351,377,888,,,Train
194,Patient00815_Plane3_1_of_3.png,4.22156600201182,568.5,393.5,946,461,237,293,662,78,521,676,815,0.145348837209302,,Train
195,Patient00868_Plane3_2_of_2.png,1.86765519052499,320.0,196.0,195,252,465,77,404,279,256,50,868,0.1470588235294118,AlokaFit,Train
196,Patient00812_Plane3_3_of_3.png,1.90425583484934,320.0,196.0,552,174,232,122,413,17,370,280,812,0.125,AlokaFit,Train
197,Patient01030_Plane3_1_of_1.png,2.47970769049148,320.0,196.0,137,222,559,155,374,355,322,23,1030,0.131578947368421,AlokaFit,Train
198,Patient01033_Plane3_2_of_2.png,2.16510235431176,320.0,196.0,516,197,159,155,355,29,320,323,1033,0.1470588235294118,AlokaFit,Train
199,Patient01046_Plane3_3_of_3.png,3.37906841148151,479.5,330.5,685,306,113,288,406,80,392,514,1046,0.108499095840868,,Train
200,Patient01159_Plane3_2_of_3.png,4.100061537662819,479.5,330.5,834,407,179,246,571,63,442,590,1159,0.163934426229508,,Train
201,Patient01177_Plane3_3_of_5.png,3.64984298981329,479.5,330.5,797,360,187,295,518,75,465,580,1177,0.102827763496144,,Train
202,Patient01187_Plane3_1_of_3.png,2.13790899129311,320.0,196.0,155,206,519,159,356,332,318,33,1187,0.1470588235294118,AlokaFit,Train
203,Patient01215_Plane3_1_of_4.png,2.27002917345866,320.0,196.0,146,223,527,152,366,346,307,29,1215,0.078125,AlokaFit,Train
204,Patient01246_Plane3_1_of_1.png,2.05319670646421,320.0,196.0,198,207,550,186,382,333,366,61,1246,0.0892857142857142,AlokaFit,Train
205,Patient01259_Plane3_1_of_2.png,2.24124929697941,320.0,196.0,520,277,174,122,414,50,281,349,1259,0.1111111111111111,AlokaFit,Train
206,Patient01260_Plane3_2_of_2.png,1.38447482149248,320.0,196.0,214,195,446,120,362,255,298,60,1260,0.2083333333333333,AlokaFit,Train
207,Patient01346_Plane3_1_of_3.png,2.40714114414999,320.0,196.0,133,202,536,185,342,363,328,24,1346,0.1351351351351351,AlokaFit,Train
208,Patient01471_Plane3_2_of_2.png,2.7892783709876,480.5,331.5,683,430,244,225,551,139,376,517,1471,0.232142857142857,,Train
209,Patient01499_Plane3_4_of_4.png,3.74607277926138,480.5,331.5,101,360,734,327,430,595,404,92,1499,0.107913669064748,,Train
210,Patient01557_Plane3_3_of_4.png,3.76333800368634,479.5,330.5,235,329,878,316,562,564,552,81,1557,0.0966850828729282,,Train
211,Patient01703_Plane3_3_of_3.png,3.186373472063471,479.5,330.5,249,281,781,239,534,498,496,22,1703,0.104166666666667,,Train
212,Patient01749_Plane3_2_of_2.png,1.84203452669951,320.0,196.0,187,178,500,148,356,295,331,31,1749,0.1612903225806452,AlokaFit,Train
213,Patient01750_Plane3_1_of_3.png,2.21669724463916,320.0,196.0,187,219,572,177,397,357,362,39,1750,0.131578947368421,AlokaFit,Train
214,Patient01769_Plane3_1_of_3.png,2.32359750562027,320.0,196.0,583,170,192,163,391,10,384,323,1769,0.1063829787234043,AlokaFit,Train
215,Patient01776_Plane3_1_of_5.png,3.92972273985812,568.5,393.5,255,467,844,194,671,592,428,68,1776,0.15748031496063,,Train
216,Patient00692_Plane3_1_of_5.png,3.7263294247154,568.5,393.5,267,451,908,386,617,706,559,131,692,0.154639175257732,,Train
217,Patient00168_Plane3_1_of_3.png,2.22061576748657,320.0,196.0,512,208,127,161,338,27,300,341,168,0.1219512195121951,AlokaFit,Train
218,Patient01019_Plane3_2_of_4.png,3.60984483551624,479.5,330.5,274,349,870,210,630,530,514,28,1019,0.0885826771653543,,Train
219,Patient00988_Plane3_1_of_2.png,2.34030302867402,320.0,196.0,138,183,536,174,341,348,333,9,988,0.1351351351351351,AlokaFit,Train
220,Patient00892_Plane3_1_of_3.png,2.33566033225053,320.0,196.0,537,189,138,180,341,24,334,346,892,0.1351351351351351,AlokaFit,Train
221,Patient00814_Plane3_1_of_3.png,2.14481580962019,320.0,196.0,164,212,521,150,367,322,318,39,814,0.1388888888888889,AlokaFit,Train
222,Patient00797_Plane3_1_of_3.png,2.36703020113968,320.0,196.0,134,200,525,162,345,341,314,22,797,0.1351351351351351,AlokaFit,Train
223,Patient00906_Plane3_1_of_3.png,2.31776557253186,320.0,196.0,519,222,125,177,340,41,304,358,906,0.1515151515151515,AlokaFit,Train
224,Patient01068_Plane3_4_of_5.png,3.42768955841443,479.5,330.5,727,420,147,328,472,154,402,594,1068,0.103550295857988,,Train
225,Patient01078_Plane3_2_of_3.png,2.28171149010337,320.0,196.0,537,202,152,159,361,32,328,329,1078,0.1351351351351351,AlokaFit,Train
226,Patient01112_Plane3_2_of_3.png,2.23730215886967,320.0,196.0,580,160,205,152,396,5,390,308,1112,0.1515151515151515,AlokaFit,Train
227,Patient01159_Plane3_1_of_3.png,3.54957454922212,479.5,330.5,810,439,224,201,618,71,416,569,1159,0.163934426229508,,Train
228,Patient01219_Plane3_2_of_2.png,2.48270210427567,320.0,196.0,544,181,132,170,342,13,334,338,1219,0.131578947368421,AlokaFit,Train
229,Patient01257_Plane3_1_of_2.png,1.93363627761624,320.0,196.0,184,170,513,152,356,291,341,31,1257,0.1,AlokaFit,Train
230,Patient01271_Plane3_4_of_15.png,3.45136432893165,480.5,331.5,238,247,827,239,536,473,530,13,1271,0.119521912350598,,Train
231,Patient01340_Plane3_2_of_3.png,3.24295311343779,479.5,330.5,180,268,726,260,456,491,450,37,1340,0.125673249551167,,Train
232,Patient01342_Plane3_1_of_1.png,3.53115600183396,479.5,330.5,242,318,833,236,570,511,505,43,1342,0.107913669064748,,Train
233,Patient01367_Plane3_1_of_1.png,1.93594353407398,320.0,196.0,519,179,198,103,388,17,329,265,1367,0.0892857142857142,AlokaFit,Train
234,Patient01406_Plane3_3_of_3.png,3.28981722216006,568.5,393.5,264,396,810,240,602,548,471,89,1406,0.180412371134021,,Train
235,Patient01029_Plane3_1_of_2.png,2.43007979473439,320.0,196.0,156,196,567,172,370,336,353,33,1029,0.1515151515151515,AlokaFit,Train
236,Patient00910_Plane3_1_of_3.png,2.36843155318715,320.0,196.0,515,221,115,143,347,19,283,345,910,0.1515151515151515,AlokaFit,Train
237,Patient00975_Plane3_3_of_3.png,1.87030965427919,320.0,196.0,179,157,495,145,342,281,332,20,975,0.0892857142857142,AlokaFit,Train
238,Patient00772_Plane3_2_of_3.png,2.65703846307499,320.0,196.0,541,248,91,162,351,22,281,387,772,0.1063829787234043,AlokaFit,Train
239,Patient01032_Plane3_1_of_3.png,2.06131252884822,320.0,196.0,138,213,488,162,333,325,293,49,1032,0.1041666666666667,AlokaFit,Train
240,Patient00770_Plane3_2_of_3.png,1.84891392106021,320.0,196.0,503,180,198,144,365,41,336,283,770,0.1515151515151515,AlokaFit,Train
241,Patient01062_Plane3_1_of_2.png,1.81621951389748,320.0,196.0,514,182,206,182,360,51,360,313,1062,0.1388888888888889,AlokaFit,Train
242,Patient00740_Plane3_1_of_3.png,2.1579731896394,320.0,196.0,561,172,200,152,388,21,373,303,740,0.1388888888888889,AlokaFit,Train
243,Patient00814_Plane3_2_of_3.png,2.08847466173475,320.0,196.0,143,203,495,167,333,328,305,42,814,0.1388888888888889,AlokaFit,Train
244,Patient00925_Plane3_1_of_2.png,2.21523433862108,320.0,196.0,141,190,517,184,331,332,327,42,925,0.1515151515151515,AlokaFit,Train
245,Patient00853_Plane3_2_of_3.png,2.34609563225859,320.0,196.0,158,215,554,131,389,331,323,15,853,0.1219512195121951,AlokaFit,Train
246,Patient01081_Plane3_1_of_3.png,2.21503910671165,320.0,196.0,173,246,536,141,399,346,310,40,1081,0.131578947368421,AlokaFit,Train
247,Patient01173_Plane3_1_of_3.png,2.94696354925528,479.5,330.5,221,342,720,294,489,514,451,121,1173,0.202020202020202,,Train
248,Patient01198_Plane3_1_of_2.png,2.47669078725374,320.0,196.0,575,211,158,198,372,31,361,378,1198,0.1351351351351351,AlokaFit,Train
249,Patient01199_Plane3_1_of_2.png,2.22842333632583,320.0,196.0,175,208,552,166,379,330,348,45,1199,0.0862068965517241,AlokaFit,Train
250,Patient01309_Plane3_2_of_3.png,1.61745495609613,320.0,196.0,474,164,202,137,349,43,328,258,1309,0.1851851851851852,AlokaFit,Train
251,Patient01361_Plane3_2_of_2.png,3.85749256235071,479.5,330.5,190,342,835,267,543,568,482,41,1361,0.0913242009132419,,Train
252,Patient01390_Plane3_1_of_2.png,3.31333182975335,480.5,331.5,727,275,167,275,447,81,446,469,1390,0.110887096774194,,Train
253,Patient01392_Plane3_2_of_2.png,3.62823956924083,480.5,331.5,810,316,199,262,526,47,483,531,1392,0.185185185185185,,Train
254,Patient01576_Plane3_1_of_2.png,2.59498229700999,479.5,330.5,751,346,309,320,540,157,520,509,1576,0.146103896103896,,Train
255,Patient01752_Plane3_1_of_4.png,1.65470487757251,320.0,196.0,558,192,274,183,419,79,412,297,1752,0.1136363636363636,AlokaFit,Train
256,Patient00772_Plane3_1_of_3.png,2.53640803227008,320.0,196.0,536,212,103,163,338,27,301,348,772,0.1219512195121951,AlokaFit,Train
257,Patient01112_Plane3_3_of_3.png,2.22849291500171,320.0,196.0,532,197,157,147,364,22,325,323,1112,0.078125,AlokaFit,Train
258,Patient01026_Plane3_3_of_6.png,3.04830785209117,479.5,330.5,695,310,175,256,456,81,414,484,1026,0.10655737704918,,Train
259,Patient00815_Plane3_2_of_3.png,4.05450230566647,568.5,393.5,265,467,950,344,660,696,555,114,815,0.145772594752187,,Train
260,Patient01102_Plane3_1_of_2.png,3.96719217349055,479.5,330.5,113,372,762,236,492,563,384,46,1102,0.0847457627118644,,Train
261,Patient01029_Plane3_2_of_2.png,1.80517271989803,320.0,196.0,205,181,510,134,375,269,340,46,1029,0.1,AlokaFit,Train
262,Patient01167_Plane3_2_of_3.png,2.66866871575722,320.0,196.0,112,185,570,163,350,354,332,-6,1167,0.1063829787234043,AlokaFit,Train
263,Patient01173_Plane3_2_of_3.png,3.0137634498595,479.5,330.5,767,330,248,317,512,127,503,520,1173,0.202020202020202,,Train
264,Patient01185_Plane3_1_of_3.png,2.29691230112436,320.0,196.0,172,198,569,171,382,338,360,31,1185,0.1515151515151515,AlokaFit,Train
265,Patient01220_Plane3_2_of_2.png,2.04629319242297,320.0,196.0,171,193,516,148,362,316,324,25,1220,0.081967213114754,AlokaFit,Train
266,Patient01265_Plane3_2_of_3.png,3.39443656867748,479.5,330.5,742,389,168,291,497,96,413,584,1265,0.169340463458111,,Train
267,Patient01293_Plane3_3_of_6.png,3.19357405506702,479.5,330.5,350,305,884,301,618,512,615,94,1293,0.110169491525424,,Train
268,Patient01349_Plane3_2_of_3.png,2.18097548187084,320.0,196.0,504,188,140,181,325,28,319,341,1349,0.1470588235294118,AlokaFit,Train
269,Patient01448_Plane3_3_of_3.png,1.92850770161323,320.0,196.0,506,166,175,164,342,37,340,293,1448,0.0892857142857142,AlokaFit,Train
270,Patient01460_Plane3_2_of_2.png,3.3476616951214,479.5,330.5,161,300,713,279,447,542,428,37,1460,0.170731707317073,,Train
271,Patient01736_Plane3_2_of_2.png,3.36367897037728,479.5,330.5,717,327,174,196,500,38,392,485,1736,0.0968523002421307,,Train
272,Patient01740_Plane3_1_of_1.png,2.16921423800001,320.0,196.0,352,398,314,20,511,191,156,227,1740,0.1219512195121951,AlokaFit,Train
273,Patient01129_Plane3_1_of_4.png,1.98640301685415,320.0,196.0,563,231,234,147,434,49,362,329,1129,0.0892857142857142,AlokaFit,Train
274,Patient01070_Plane3_4_of_6.png,3.15404623313338,479.5,330.5,178,266,713,265,446,491,445,40,1070,0.115702479338843,,Train
275,Patient01049_Plane3_2_of_2.png,2.2776966026172,320.0,196.0,145,212,523,178,349,355,320,34,1049,0.1428571428571428,AlokaFit,Train
276,Patient01142_Plane3_1_of_2.png,2.01721301199867,320.0,196.0,168,246,499,119,385,318,282,47,1142,0.1470588235294118,AlokaFit,Train
277,Patient00809_Plane3_2_of_3.png,2.53500248799887,320.0,196.0,117,205,554,189,342,364,329,29,809,0.1388888888888889,AlokaFit,Train
278,Patient01200_Plane3_1_of_2.png,1.97696713112135,320.0,196.0,475,272,161,133,374,76,262,329,1200,0.1470588235294118,AlokaFit,Train
279,Patient01031_Plane3_3_of_3.png,1.37005966538904,320.0,196.0,316,306,334,70,429,196,221,180,1031,0.2083333333333333,AlokaFit,Train
280,Patient00856_Plane3_1_of_2.png,2.45331157796146,320.0,196.0,530,196,122,189,329,22,323,363,856,0.1351351351351351,AlokaFit,Train
281,Patient00893_Plane3_2_of_2.png,2.65422786330271,320.0,196.0,593,165,143,160,370,-6,366,331,893,0.1351351351351351,AlokaFit,Train
282,Patient00699_Plane3_2_of_4.png,4.0123117505408,480.5,331.5,820,378,151,268,532,40,439,607,699,0.152284263959391,,Train
283,Patient01019_Plane3_3_of_4.png,3.74696377574722,479.5,330.5,775,301,136,274,466,34,445,540,1019,0.0918196994991653,,Train
284,Patient00699_Plane3_1_of_4.png,3.95235707088748,480.5,331.5,146,337,822,324,489,616,479,46,699,0.146771037181996,,Train
285,Patient00909_Plane3_1_of_6.png,2.33671539679513,320.0,196.0,150,191,534,165,352,329,331,27,909,0.1351351351351351,AlokaFit,Train
286,Patient00770_Plane3_1_of_3.png,1.90959804173178,320.0,196.0,492,149,163,148,328,27,327,271,770,0.1515151515151515,AlokaFit,Train
287,Patient00973_Plane3_2_of_2.png,2.85771590629774,320.0,196.0,107,196,582,179,351,372,338,4,973,0.1063829787234043,AlokaFit,Train
288,Patient00665_Plane3_1_of_1.png,3.65474587110883,568.5,393.5,908,551,336,302,732,173,512,680,665,0.167958656330749,,Train
289,Patient00908_Plane3_2_of_2.png,2.1162852949647,320.0,196.0,511,211,158,117,376,8,293,320,908,0.1470588235294118,AlokaFit,Train
290,Patient01172_Plane3_3_of_3.png,2.11928448664283,320.0,196.0,333,351,292,1,474,157,150,195,1172,0.1219512195121951,AlokaFit,Train
291,Patient00739_Plane3_1_of_3.png,2.1409054972824,320.0,196.0,172,255,528,125,406,342,295,37,739,0.1136363636363636,AlokaFit,Train
292,Patient01218_Plane3_1_of_2.png,1.94670349345717,320.0,196.0,157,215,491,147,354,329,294,33,1218,0.1515151515151515,AlokaFit,Train
293,Patient01256_Plane3_4_of_4.png,3.68451829432578,479.5,330.5,199,352,839,350,519,604,518,99,1256,0.0984682713347921,,Train
294,Patient01272_Plane3_1_of_3.png,2.40273454584893,320.0,196.0,105,213,517,202,315,368,307,47,1272,0.1515151515151515,AlokaFit,Train
295,Patient01276_Plane3_2_of_2.png,2.67063274683227,479.5,330.5,401,575,503,134,671,405,233,304,1276,0.216216216216216,,Train
296,Patient01290_Plane3_1_of_1.png,2.183535526722,320.0,196.0,482,265,148,103,385,38,245,329,1290,0.1351351351351351,AlokaFit,Train
297,Patient01315_Plane3_1_of_1.png,3.51527772648667,479.5,330.5,134,308,721,226,461,510,394,24,1315,0.104166666666667,,Train
298,Patient01425_Plane3_1_of_2.png,2.2983534088054,320.0,196.0,169,220,550,157,385,340,334,37,1425,0.1351351351351351,AlokaFit,Train
299,Patient01446_Plane3_1_of_3.png,2.19933427553286,320.0,196.0,167,231,532,147,385,347,314,31,1446,0.081967213114754,AlokaFit,Train
300,Patient01449_Plane3_1_of_2.png,1.77930989827898,320.0,196.0,192,182,498,166,352,302,338,45,1449,0.1388888888888889,AlokaFit,Train
301,Patient01507_Plane3_1_of_2.png,3.45012401803092,568.5,393.5,861,299,283,292,575,72,569,519,1507,0.201612903225806,,Train
302,Patient01512_Plane3_1_of_2.png,2.10526211979007,320.0,196.0,163,214,521,168,364,357,321,25,1512,0.1470588235294118,AlokaFit,Train
303,Patient01541_Plane3_2_of_2.png,3.58468513389517,568.5,393.5,860,351,261,296,582,94,539,553,1541,0.201612903225806,,Train
304,Patient01573_Plane3_1_of_2.png,2.00834767569689,320.0,196.0,262,195,602,163,444,314,419,44,1573,0.0892857142857142,AlokaFit,Train
305,Patient01573_Plane3_2_of_2.png,1.89638839901962,320.0,196.0,563,164,239,152,406,21,396,296,1573,0.0892857142857142,AlokaFit,Train
306,Patient01591_Plane3_2_of_4.png,1.96012015792583,320.0,196.0,140,173,468,169,306,303,303,40,1591,0.1515151515151515,AlokaFit,Train
307,Patient01609_Plane3_2_of_3.png,2.23089539015063,320.0,196.0,530,219,159,161,367,43,321,337,1609,0.1351351351351351,AlokaFit,Train
308,Patient01657_Plane3_1_of_2.png,2.33017786934315,320.0,196.0,124,215,520,176,338,359,306,33,1657,0.1136363636363636,AlokaFit,Train
309,Patient01671_Plane3_1_of_3.png,2.13877588322051,320.0,196.0,180,242,535,137,400,333,315,46,1671,0.0961538461538461,AlokaFit,Train
310,Patient01678_Plane3_7_of_8.png,3.3743447766733,480.5,331.5,287,371,867,365,579,591,575,145,1678,0.151162790697674,,Train
311,Patient01750_Plane3_3_of_3.png,1.73533037612903,320.0,196.0,282,186,578,157,442,289,419,54,1750,0.0892857142857142,AlokaFit,Train
312,Patient01765_Plane3_1_of_3.png,1.87506068400133,320.0,196.0,287,340,383,21,469,221,200,141,1765,0.1351351351351351,AlokaFit,Train
313,Patient01779_Plane3_1_of_4.png,4.41052369697883,568.5,393.5,273,436,1012,406,655,728,630,114,1779,0.0799289520426288,,Train
314,Patient01070_Plane3_3_of_6.png,3.46653619274207,479.5,330.5,759,288,172,251,480,29,450,511,1070,0.107913669064748,,Train
315,Patient00719_Plane3_2_of_2.png,2.34913842653045,320.0,196.0,540,211,143,187,351,38,332,360,719,0.1428571428571428,AlokaFit,Train
316,Patient00835_Plane3_1_of_3.png,2.47246552869232,320.0,196.0,560,188,148,186,355,23,354,352,835,0.1515151515151515,AlokaFit,Train
317,Patient00924_Plane3_1_of_2.png,2.36012984063997,320.0,196.0,136,226,528,148,365,353,299,22,924,0.1428571428571428,AlokaFit,Train
318,Patient00739_Plane3_2_of_3.png,1.59228810348192,320.0,196.0,233,171,498,169,366,280,365,60,739,0.1612903225806452,AlokaFit,Train
319,Patient00839_Plane3_1_of_4.png,3.92807154153196,480.5,331.5,136,419,778,185,548,554,365,50,839,0.167364016736402,,Train
320,Patient01073_Plane3_2_of_4.png,2.71871652510555,479.5,330.5,222,324,665,182,507,453,380,53,1073,0.193602693602694,,Train
321,Patient01055_Plane3_2_of_2.png,2.14730764857058,320.0,196.0,518,233,153,178,358,53,313,358,1055,0.1470588235294118,AlokaFit,Train
322,Patient00956_Plane3_1_of_3.png,2.416249754683009,320.0,196.0,145,200,556,190,355,365,346,25,956,0.131578947368421,AlokaFit,Train
323,Patient00761_Plane3_2_of_3.png,2.59101299991791,479.5,330.5,167,390,569,179,455,450,281,118,761,0.139186295503212,,Train
324,Patient00699_Plane3_4_of_4.png,4.21267816126413,480.5,331.5,846,372,142,290,529,29,459,633,699,0.144230769230769,,Train
325,Patient01073_Plane3_4_of_4.png,2.9157344080709,479.5,330.5,205,320,704,300,463,531,446,90,1073,0.196917808219178,,Train
326,Patient01093_Plane3_3_of_3.png,2.58644183722733,320.0,196.0,546,209,127,161,356,13,316,358,1093,0.1219512195121951,AlokaFit,Train
327,Patient00990_Plane3_2_of_3.png,3.47443915621287,479.5,330.5,120,452,667,200,500,557,287,95,990,0.181034482758621,,Train
328,Patient01094_Plane3_1_of_2.png,2.22568694148906,320.0,196.0,190,171,569,131,395,299,364,2,1094,0.0892857142857142,AlokaFit,Train
329,Patient00936_Plane3_1_of_1.png,4.08457015176451,479.5,330.5,75,322,763,283,435,587,403,18,936,0.0826446280991736,,Train
330,Patient00825_Plane3_2_of_2.png,3.32901811565623,479.5,330.5,167,327,731,286,466,540,432,73,825,0.103950103950104,,Train
331,Patient00740_Plane3_2_of_3.png,2.13731678266276,320.0,196.0,556,143,202,141,380,0,378,284,740,0.1388888888888889,AlokaFit,Train
332,Patient00974_Plane3_1_of_1.png,1.99265008430424,320.0,196.0,190,176,523,176,357,313,356,39,974,0.0892857142857142,AlokaFit,Train
333,Patient01308_Plane3_1_of_3.png,1.92826131095069,320.0,196.0,211,179,539,152,385,295,365,36,1308,0.0892857142857142,AlokaFit,Train
334,Patient01330_Plane3_3_of_3.png,1.8766512357959,320.0,196.0,563,157,250,137,415,16,399,278,1330,0.1,AlokaFit,Train
335,Patient01336_Plane3_1_of_2.png,3.33120880678352,479.5,330.5,788,418,245,250,584,115,448,553,1336,0.182926829268293,,Train
336,Patient01347_Plane3_1_of_4.png,2.26085771605289,320.0,196.0,140,223,525,170,354,355,311,38,1347,0.1388888888888889,AlokaFit,Train
337,Patient01450_Plane3_1_of_1.png,2.41686261112803,320.0,196.0,561,199,151,157,373,14,339,341,1450,0.1428571428571428,AlokaFit,Train
338,Patient01501_Plane3_4_of_5.png,3.52938289807613,480.5,331.5,162,396,767,291,512,620,417,68,1501,0.167785234899329,,Train
339,Patient01514_Plane3_1_of_1.png,1.88607900619745,320.0,196.0,194,188,509,152,366,298,337,42,1514,0.0892857142857142,AlokaFit,Train
340,Patient01544_Plane3_2_of_2.png,3.09371389208271,480.5,331.5,821,330,287,316,560,118,549,528,1544,0.124740124740125,,Train
341,Patient01569_Plane3_1_of_1.png,1.88949428117373,320.0,196.0,157,210,473,160,339,334,292,37,1569,0.1470588235294118,AlokaFit,Train
342,Patient01602_Plane3_1_of_6.png,3.30923013525566,480.5,331.5,199,361,767,335,493,582,472,114,1602,0.102040816326531,,Train
343,Patient01602_Plane3_6_of_6.png,3.05633901506316,480.5,331.5,205,393,722,323,493,572,434,144,1602,0.117370892018779,,Train
344,Patient01657_Plane3_2_of_2.png,2.41346036871471,320.0,196.0,100,199,513,124,337,331,275,-8,1657,0.1020408163265306,AlokaFit,Train
345,Patient01694_Plane3_1_of_3.png,2.22589026079179,320.0,196.0,517,192,140,184,331,40,325,336,1694,0.1470588235294118,AlokaFit,Train
346,Patient01694_Plane3_2_of_3.png,2.49460662276982,320.0,196.0,132,160,553,158,343,315,341,4,1694,0.1351351351351351,AlokaFit,Train
